IPK,Semester,Jurusan,Pernah_Mengulang,Pendapatan_Orang_Tua,Pekerjaan_Orang_Tua,Jumlah_Tanggungan,Status_Tempat_Tinggal,Asal_Daerah,Aktif_Organisasi,Jumlah_Kegiatan_Relawan,Pengalaman_Magang,Skor_Motivasi_Tertulis,Surat_Rekomendasi,Pernah_Mendapat_Beasiswa,Skor_Keaktifan_Kampus,Rekam_Ketidakhadiran,Pernah_Melawan_Hukum,Jenis_Kelamin,Skor_Literasi_Finansial,Status_Kelayakan,Jumlah_Beasiswa_Per_Semester
3.71,1,Kedokteran,Tidak,7706700,Karyawan Swasta,1,Menumpang,Pedesaan,Ya,5,Tidak,54,Ada,Ya,73,10,Tidak,Laki-laki,33,Layak,7626251
3.51,8,Pendidikan,Tidak,7085795,Buruh,1,Kontrak,Pedesaan,Ya,1,Tidak,95,Tidak,Ya,93,4,Tidak,Laki-laki,39,Tidak Layak,0
3.06,2,Hukum,Tidak,2871602,Buruh,4,Kontrak,Pedesaan,Ya,3,Ya,90,Ada,Ya,81,9,Tidak,Perempuan,57,Layak,7195987
3.38,1,Pendidikan,Tidak,8630388,Pedagang,2,Kontrak,Perkotaan,Ya,3,Tidak,81,Tidak,Tidak,81,5,Tidak,Laki-laki,97,Tidak Layak,0
3.23,4,Sastra,Ya,4272246,Buruh,3,Milik Sendiri,Perkotaan,Ya,3,Tidak,57,Ada,Tidak,99,17,Tidak,Perempuan,69,Tidak Layak,0
3.59,1,Pertanian,Tidak,7632912,Petani,6,Menumpang,Perkotaan,Ya,0,Tidak,72,Ada,Tidak,57,7,Tidak,Perempuan,90,Layak,7119247
3.78,7,Hukum,Tidak,3966502,Tidak Bekerja,2,Milik Sendiri,Pedesaan,Ya,4,Tidak,70,Tidak,Tidak,86,8,Tidak,Laki-laki,17,Tidak Layak,0
3.58,7,Teknik Informatika,Tidak,2628830,Wirausaha,2,Milik Sendiri,3T,Ya,1,Tidak,93,Tidak,Tidak,59,18,Tidak,Perempuan,48,Layak,5791581
3.16,2,Manajemen,Tidak,5167852,Wirausaha,3,Kontrak,Perkotaan,Ya,0,Tidak,96,Ada,Tidak,90,11,Tidak,Perempuan,27,Tidak Layak,0
3.59,7,Kedokteran,Tidak,5916778,Tidak Bekerja,3,Kontrak,Pedesaan,Ya,3,Tidak,93,Ada,Ya,56,20,Tidak,Perempuan,2,Layak,3042176
2.35,3,Pertanian,Tidak,7677281,Pedagang,6,Milik Sendiri,Perkotaan,Ya,2,Ya,73,Tidak,Ya,73,20,Tidak,Perempuan,80,Tidak Layak,0
2.99,5,Kedokteran,Tidak,2030068,Wirausaha,1,Milik Sendiri,Pedesaan,Ya,4,Ya,93,Tidak,Ya,50,10,Tidak,Perempuan,88,Layak,3108765
3.58,8,Manajemen,Tidak,1998726,Wirausaha,1,Milik Sendiri,Pedesaan,Tidak,1,Ya,98,Ada,Ya,54,16,Tidak,Laki-laki,56,Layak,4945976
2.97,4,Hukum,Tidak,7921969,Tidak Bekerja,2,Milik Sendiri,Perkotaan,Ya,0,Tidak,74,Tidak,Tidak,70,4,Tidak,Laki-laki,31,Tidak Layak,0
3.48,5,Teknik Informatika,Tidak,5560836,Pedagang,5,Menumpang,Pedesaan,Tidak,2,Tidak,100,Ada,Tidak,74,3,Tidak,Laki-laki,67,Tidak Layak,0
3.15,1,Pendidikan,Tidak,2714305,Karyawan Swasta,5,Kontrak,Pedesaan,Tidak,3,Tidak,99,Ada,Ya,87,2,Ya,Laki-laki,5,Tidak Layak,0
3.67,1,Ekonomi,Tidak,8906206,Tidak Bekerja,4,Kontrak,Perkotaan,Ya,4,Tidak,59,Tidak,Ya,69,2,Tidak,Laki-laki,19,Tidak Layak,0
3.01,6,Ekonomi,Tidak,1609227,Pegawai Negeri,6,Kontrak,Perkotaan,Tidak,0,Ya,77,Ada,Tidak,89,19,Tidak,Laki-laki,15,Tidak Layak,0
3.15,1,Hukum,Tidak,3248655,Karyawan Swasta,3,Menumpang,Pedesaan,Tidak,2,Ya,58,Tidak,Ya,99,0,Tidak,Perempuan,34,Tidak Layak,0
3.7,2,Sastra,Tidak,1793020,Karyawan Swasta,4,Menumpang,Pedesaan,Ya,4,Ya,60,Tidak,Ya,86,3,Tidak,Laki-laki,5,Layak,2103079
3.3,4,Teknik Informatika,Tidak,6925329,Pedagang,2,Milik Sendiri,Pedesaan,Tidak,5,Tidak,64,Tidak,Ya,76,10,Tidak,Laki-laki,73,Tidak Layak,0
3.32,6,Manajemen,Tidak,1383692,Pedagang,2,Menumpang,Perkotaan,Tidak,0,Tidak,68,Tidak,Tidak,55,17,Tidak,Perempuan,25,Tidak Layak,0
2.77,5,Sastra,Tidak,4569884,Karyawan Swasta,3,Menumpang,Perkotaan,Tidak,1,Tidak,84,Ada,Ya,50,13,Ya,Perempuan,81,Tidak Layak,0
3.14,1,Pendidikan,Ya,6812844,Tidak Bekerja,6,Menumpang,Pedesaan,Ya,1,Tidak,53,Ada,Tidak,55,1,Tidak,Perempuan,89,Tidak Layak,0
3.33,6,Pertanian,Tidak,1924426,Buruh,1,Menumpang,3T,Tidak,0,Tidak,53,Tidak,Ya,65,9,Tidak,Perempuan,50,Tidak Layak,0
2.9,6,Pendidikan,Tidak,4419346,Petani,2,Milik Sendiri,Perkotaan,Ya,1,Ya,78,Tidak,Tidak,76,3,Tidak,Laki-laki,57,Tidak Layak,0
3.1,5,Pertanian,Tidak,2511815,Petani,2,Menumpang,Pedesaan,Tidak,4,Ya,70,Ada,Ya,95,7,Tidak,Perempuan,65,Tidak Layak,0
3.59,1,Sastra,Tidak,3417016,Petani,4,Kontrak,Pedesaan,Ya,0,Tidak,100,Ada,Ya,50,1,Tidak,Laki-laki,16,Layak,3662060
3.46,7,Pendidikan,Tidak,1909947,Buruh,5,Kontrak,Perkotaan,Ya,0,Ya,91,Tidak,Ya,55,10,Tidak,Perempuan,6,Tidak Layak,0
3.75,3,Ekonomi,Tidak,7126978,Karyawan Swasta,1,Kontrak,Perkotaan,Ya,1,Tidak,67,Tidak,Tidak,59,1,Tidak,Laki-laki,82,Tidak Layak,0
2.51,5,Pertanian,Tidak,9739022,Karyawan Swasta,1,Milik Sendiri,Pedesaan,Ya,1,Tidak,83,Ada,Ya,74,11,Tidak,Perempuan,44,Tidak Layak,0
3.78,6,Ekonomi,Tidak,937264,Pegawai Negeri,5,Milik Sendiri,3T,Tidak,2,Ya,80,Tidak,Ya,60,3,Tidak,Laki-laki,34,Layak,6476912
3.59,1,Kedokteran,Tidak,7016648,Pegawai Negeri,2,Milik Sendiri,Pedesaan,Ya,5,Tidak,87,Ada,Tidak,86,18,Tidak,Laki-laki,63,Layak,6547670
3.33,5,Hukum,Tidak,2014267,Petani,2,Menumpang,Pedesaan,Ya,0,Ya,89,Ada,Ya,71,5,Tidak,Perempuan,7,Layak,2183818
3.35,3,Hukum,Tidak,9329762,Tidak Bekerja,3,Milik Sendiri,Pedesaan,Tidak,3,Tidak,71,Tidak,Tidak,58,5,Tidak,Perempuan,81,Tidak Layak,0
3.19,8,Pendidikan,Ya,9928414,Wirausaha,5,Kontrak,Pedesaan,Ya,1,Ya,96,Tidak,Ya,61,0,Tidak,Perempuan,98,Tidak Layak,0
3.35,1,Hukum,Tidak,4206007,Wirausaha,5,Milik Sendiri,Perkotaan,Ya,5,Ya,72,Tidak,Ya,90,2,Tidak,Perempuan,57,Tidak Layak,0
2.82,1,Sastra,Tidak,1637407,Pegawai Negeri,3,Milik Sendiri,Perkotaan,Ya,3,Tidak,60,Tidak,Tidak,74,11,Tidak,Laki-laki,61,Tidak Layak,0
3.17,4,Hukum,Tidak,1060573,Pegawai Negeri,1,Kontrak,Pedesaan,Ya,2,Ya,74,Ada,Ya,85,2,Tidak,Perempuan,90,Layak,2259989
3.58,7,Hukum,Tidak,7784673,Pedagang,1,Milik Sendiri,Pedesaan,Tidak,3,Tidak,96,Tidak,Tidak,69,7,Tidak,Perempuan,73,Tidak Layak,0
2.87,8,Hukum,Ya,564014,Karyawan Swasta,1,Kontrak,Perkotaan,Tidak,3,Ya,51,Ada,Ya,90,9,Tidak,Perempuan,14,Tidak Layak,0
2.98,5,Ekonomi,Tidak,4946036,Petani,6,Menumpang,Pedesaan,Ya,3,Ya,78,Ada,Tidak,78,14,Tidak,Perempuan,72,Layak,2517068
2.63,3,Manajemen,Ya,6267862,Tidak Bekerja,5,Kontrak,Perkotaan,Ya,4,Ya,74,Tidak,Tidak,86,7,Tidak,Laki-laki,50,Tidak Layak,0
3.12,1,Hukum,Ya,8033636,Pedagang,2,Milik Sendiri,Perkotaan,Ya,3,Ya,93,Tidak,Ya,90,4,Tidak,Perempuan,40,Tidak Layak,0
2.92,2,Manajemen,Tidak,7166510,Buruh,3,Kontrak,Pedesaan,Tidak,0,Tidak,89,Tidak,Ya,76,4,Tidak,Laki-laki,13,Tidak Layak,0
3.29,2,Sastra,Tidak,6269167,Karyawan Swasta,3,Kontrak,Perkotaan,Ya,3,Ya,67,Tidak,Ya,89,19,Tidak,Perempuan,4,Tidak Layak,0
3.45,7,Pendidikan,Tidak,1326965,Wirausaha,4,Kontrak,Perkotaan,Ya,2,Ya,81,Ada,Ya,58,9,Tidak,Perempuan,99,Layak,4691638
3.5,5,Ekonomi,Tidak,1997984,Pedagang,4,Milik Sendiri,Perkotaan,Ya,3,Tidak,73,Ada,Ya,54,9,Tidak,Perempuan,17,Layak,6398031
3.09,1,Hukum,Ya,3867636,Tidak Bekerja,1,Milik Sendiri,3T,Ya,2,Tidak,67,Tidak,Tidak,82,12,Tidak,Laki-laki,87,Tidak Layak,0
2.28,1,Kedokteran,Tidak,7984373,Pedagang,4,Menumpang,Pedesaan,Ya,2,Tidak,94,Ada,Tidak,51,12,Ya,Laki-laki,28,Tidak Layak,0
3.43,4,Kedokteran,Tidak,7370390,Buruh,1,Menumpang,3T,Tidak,5,Ya,50,Ada,Tidak,88,9,Tidak,Perempuan,54,Tidak Layak,0
3.32,7,Pendidikan,Tidak,4160940,Karyawan Swasta,3,Menumpang,Pedesaan,Tidak,4,Ya,82,Tidak,Tidak,69,3,Tidak,Perempuan,35,Tidak Layak,0
3.81,6,Sastra,Tidak,5512883,Pedagang,2,Menumpang,Perkotaan,Tidak,4,Tidak,70,Ada,Ya,91,15,Tidak,Perempuan,53,Tidak Layak,0
2.22,7,Ekonomi,Tidak,3686247,Pegawai Negeri,6,Menumpang,Pedesaan,Ya,3,Tidak,92,Tidak,Tidak,60,17,Tidak,Laki-laki,60,Tidak Layak,0
3.13,3,Sastra,Tidak,9878994,Tidak Bekerja,2,Menumpang,Perkotaan,Tidak,1,Ya,97,Tidak,Tidak,100,10,Tidak,Perempuan,59,Tidak Layak,0
3.18,2,Pertanian,Ya,1694801,Karyawan Swasta,2,Menumpang,3T,Tidak,4,Ya,53,Ada,Ya,62,10,Tidak,Perempuan,18,Tidak Layak,0
2.89,6,Hukum,Tidak,8680249,Pegawai Negeri,6,Milik Sendiri,Pedesaan,Ya,3,Ya,98,Ada,Ya,81,2,Tidak,Perempuan,81,Layak,5602149
3.06,7,Ekonomi,Tidak,6930982,Petani,1,Menumpang,3T,Ya,0,Tidak,98,Ada,Ya,93,0,Tidak,Laki-laki,28,Tidak Layak,0
4,6,Sastra,Ya,6934909,Buruh,5,Kontrak,3T,Tidak,2,Tidak,79,Tidak,Tidak,93,4,Tidak,Perempuan,45,Tidak Layak,0
3.61,4,Hukum,Tidak,7267788,Petani,2,Milik Sendiri,Perkotaan,Ya,5,Ya,82,Ada,Ya,73,20,Tidak,Perempuan,81,Layak,4145715
2.85,1,Teknik Informatika,Tidak,831211,Petani,6,Milik Sendiri,Pedesaan,Ya,4,Ya,94,Ada,Ya,94,20,Ya,Perempuan,84,Tidak Layak,0
2.65,2,Sastra,Tidak,2801222,Karyawan Swasta,1,Menumpang,Perkotaan,Ya,0,Tidak,81,Ada,Ya,99,8,Tidak,Laki-laki,45,Layak,7900855
2.94,7,Sastra,Ya,9696242,Karyawan Swasta,2,Menumpang,Perkotaan,Ya,0,Ya,55,Ada,Tidak,59,2,Tidak,Laki-laki,92,Tidak Layak,0
3.01,2,Sastra,Tidak,8163014,Pegawai Negeri,3,Kontrak,3T,Tidak,0,Tidak,73,Tidak,Tidak,97,3,Tidak,Laki-laki,1,Tidak Layak,0
3.22,3,Hukum,Tidak,7843630,Buruh,3,Menumpang,3T,Tidak,1,Ya,75,Tidak,Tidak,74,15,Tidak,Laki-laki,14,Tidak Layak,0
2.87,3,Teknik Informatika,Tidak,3174211,Petani,4,Menumpang,Pedesaan,Ya,3,Ya,74,Tidak,Ya,93,4,Tidak,Perempuan,14,Tidak Layak,0
2.97,7,Pertanian,Ya,4889135,Wirausaha,3,Milik Sendiri,Perkotaan,Tidak,5,Tidak,86,Ada,Tidak,83,16,Tidak,Laki-laki,55,Tidak Layak,0
3.5,4,Pertanian,Tidak,6957158,Pedagang,5,Menumpang,3T,Tidak,1,Tidak,80,Tidak,Ya,54,15,Tidak,Perempuan,35,Tidak Layak,0
2.53,1,Kedokteran,Tidak,6852484,Karyawan Swasta,2,Milik Sendiri,Pedesaan,Tidak,3,Ya,81,Tidak,Tidak,57,15,Tidak,Laki-laki,13,Tidak Layak,0
3.42,7,Ekonomi,Ya,9712349,Petani,1,Menumpang,Perkotaan,Tidak,4,Tidak,91,Tidak,Tidak,73,1,Tidak,Perempuan,42,Tidak Layak,0
3.31,8,Pendidikan,Tidak,2412994,Petani,6,Milik Sendiri,3T,Ya,5,Tidak,68,Tidak,Ya,52,5,Tidak,Perempuan,13,Tidak Layak,0
2.1,5,Kedokteran,Ya,7091709,Pedagang,4,Milik Sendiri,Perkotaan,Ya,3,Ya,90,Ada,Tidak,79,18,Tidak,Laki-laki,63,Tidak Layak,0
2.59,1,Teknik Informatika,Tidak,7761353,Tidak Bekerja,5,Kontrak,Perkotaan,Tidak,1,Tidak,61,Ada,Ya,74,19,Tidak,Perempuan,64,Tidak Layak,0
3.52,7,Ekonomi,Tidak,4664755,Pegawai Negeri,4,Kontrak,Perkotaan,Ya,1,Ya,88,Tidak,Tidak,95,17,Tidak,Laki-laki,26,Tidak Layak,0
3.14,5,Pendidikan,Tidak,2725862,Wirausaha,6,Milik Sendiri,Pedesaan,Tidak,2,Tidak,98,Tidak,Tidak,87,18,Tidak,Perempuan,86,Layak,6478701
3.04,5,Ekonomi,Tidak,9269953,Petani,1,Kontrak,3T,Tidak,1,Ya,100,Ada,Tidak,93,8,Tidak,Laki-laki,88,Tidak Layak,0
2.96,5,Kedokteran,Tidak,1042011,Pegawai Negeri,4,Milik Sendiri,Perkotaan,Tidak,4,Tidak,97,Tidak,Ya,82,9,Tidak,Laki-laki,48,Tidak Layak,0
3.5,7,Ekonomi,Tidak,5745463,Buruh,1,Milik Sendiri,Perkotaan,Ya,3,Tidak,90,Tidak,Ya,99,6,Tidak,Laki-laki,87,Layak,2624691
3.43,3,Hukum,Tidak,2502424,Karyawan Swasta,1,Kontrak,Pedesaan,Ya,1,Tidak,66,Ada,Tidak,79,4,Ya,Perempuan,76,Tidak Layak,0
3.12,1,Sastra,Tidak,9730156,Pegawai Negeri,1,Menumpang,Pedesaan,Ya,1,Tidak,100,Ada,Tidak,84,17,Tidak,Perempuan,28,Tidak Layak,0
3.23,4,Pendidikan,Tidak,5425360,Pedagang,5,Menumpang,Pedesaan,Ya,5,Ya,92,Tidak,Tidak,65,20,Tidak,Laki-laki,5,Layak,7725655
3.14,6,Ekonomi,Tidak,2402100,Karyawan Swasta,3,Menumpang,Perkotaan,Ya,4,Tidak,73,Tidak,Tidak,52,9,Tidak,Laki-laki,41,Tidak Layak,0
3.07,2,Manajemen,Ya,9525719,Buruh,1,Menumpang,3T,Tidak,1,Tidak,77,Ada,Ya,84,13,Tidak,Laki-laki,95,Tidak Layak,0
3.07,3,Teknik Informatika,Tidak,6065260,Petani,1,Milik Sendiri,3T,Tidak,4,Ya,64,Tidak,Tidak,74,14,Tidak,Perempuan,40,Tidak Layak,0
3.09,1,Ekonomi,Tidak,9473031,Petani,6,Menumpang,Perkotaan,Tidak,4,Ya,54,Tidak,Ya,68,9,Tidak,Perempuan,97,Tidak Layak,0
3.58,8,Ekonomi,Tidak,1017059,Karyawan Swasta,2,Menumpang,Pedesaan,Tidak,4,Ya,90,Ada,Tidak,93,20,Tidak,Laki-laki,70,Layak,6656262
3.62,3,Manajemen,Ya,7111593,Buruh,5,Milik Sendiri,Pedesaan,Tidak,5,Ya,76,Ada,Ya,61,7,Tidak,Perempuan,24,Tidak Layak,0
2.86,2,Hukum,Tidak,1412484,Tidak Bekerja,5,Kontrak,Perkotaan,Ya,5,Ya,56,Ada,Tidak,71,11,Tidak,Laki-laki,12,Tidak Layak,0
3.56,5,Manajemen,Tidak,5831563,Karyawan Swasta,4,Kontrak,Perkotaan,Ya,4,Ya,86,Tidak,Tidak,77,5,Ya,Laki-laki,100,Tidak Layak,0
3.24,4,Ekonomi,Tidak,6531174,Pedagang,6,Menumpang,Pedesaan,Ya,3,Ya,69,Tidak,Ya,61,20,Tidak,Perempuan,17,Tidak Layak,0
3.34,4,Sastra,Tidak,1782825,Wirausaha,1,Milik Sendiri,Perkotaan,Tidak,4,Tidak,99,Ada,Ya,85,8,Tidak,Perempuan,83,Layak,3246823
3.03,6,Ekonomi,Tidak,5382155,Pedagang,4,Menumpang,Pedesaan,Ya,4,Ya,65,Ada,Ya,78,5,Tidak,Laki-laki,94,Layak,6055920
2.76,6,Teknik Informatika,Tidak,8681277,Pedagang,1,Kontrak,Pedesaan,Ya,1,Tidak,100,Tidak,Tidak,80,14,Tidak,Laki-laki,83,Tidak Layak,0
2.87,6,Manajemen,Tidak,9247185,Wirausaha,3,Menumpang,Pedesaan,Ya,1,Ya,74,Tidak,Ya,83,8,Tidak,Laki-laki,66,Tidak Layak,0
3.71,7,Pendidikan,Tidak,6288681,Karyawan Swasta,4,Menumpang,3T,Tidak,3,Ya,54,Tidak,Ya,59,5,Tidak,Laki-laki,84,Tidak Layak,0
3.02,4,Ekonomi,Tidak,2401507,Karyawan Swasta,6,Kontrak,Pedesaan,Ya,5,Tidak,51,Ada,Ya,58,18,Tidak,Laki-laki,80,Layak,6300359
3.59,1,Hukum,Ya,4832877,Pedagang,5,Kontrak,Pedesaan,Ya,0,Tidak,96,Tidak,Ya,63,14,Tidak,Perempuan,61,Layak,3430817
3.59,4,Ekonomi,Tidak,3551509,Buruh,6,Menumpang,Pedesaan,Tidak,2,Tidak,88,Ada,Ya,74,12,Tidak,Laki-laki,25,Layak,6384820
2.78,7,Hukum,Tidak,3476650,Karyawan Swasta,5,Menumpang,3T,Tidak,4,Tidak,55,Tidak,Ya,88,17,Tidak,Perempuan,66,Tidak Layak,0
2.99,7,Pendidikan,Tidak,9388846,Karyawan Swasta,2,Kontrak,Perkotaan,Ya,4,Tidak,98,Ada,Tidak,58,8,Tidak,Laki-laki,10,Tidak Layak,0
3.27,5,Ekonomi,Tidak,591762,Wirausaha,6,Milik Sendiri,Pedesaan,Ya,0,Ya,63,Tidak,Tidak,73,3,Tidak,Perempuan,33,Tidak Layak,0
4,7,Pendidikan,Tidak,7168174,Tidak Bekerja,2,Kontrak,Pedesaan,Ya,1,Ya,85,Tidak,Tidak,69,18,Tidak,Perempuan,94,Layak,3158202
3.29,2,Kedokteran,Tidak,3214471,Petani,2,Menumpang,Pedesaan,Ya,4,Tidak,93,Ada,Ya,74,20,Ya,Laki-laki,18,Tidak Layak,0
3.38,8,Ekonomi,Ya,4913951,Pedagang,3,Milik Sendiri,Perkotaan,Tidak,3,Tidak,83,Tidak,Ya,99,5,Tidak,Perempuan,1,Tidak Layak,0
3.84,4,Sastra,Ya,9065571,Buruh,6,Milik Sendiri,Perkotaan,Tidak,2,Ya,50,Ada,Ya,67,12,Tidak,Perempuan,51,Tidak Layak,0
3,4,Teknik Informatika,Tidak,1651205,Petani,5,Kontrak,Perkotaan,Ya,4,Ya,67,Ada,Ya,79,12,Tidak,Perempuan,22,Layak,5415292
4,2,Manajemen,Tidak,6203681,Petani,5,Kontrak,Perkotaan,Tidak,4,Ya,78,Tidak,Tidak,99,7,Tidak,Perempuan,87,Tidak Layak,0
3.41,8,Teknik Informatika,Tidak,4825497,Petani,4,Menumpang,Perkotaan,Ya,5,Ya,70,Tidak,Tidak,83,17,Ya,Perempuan,31,Tidak Layak,0
2.8,5,Manajemen,Tidak,6237688,Petani,5,Milik Sendiri,Pedesaan,Ya,4,Ya,97,Ada,Tidak,97,6,Tidak,Laki-laki,33,Tidak Layak,0
2.54,4,Kedokteran,Tidak,4689194,Tidak Bekerja,5,Kontrak,3T,Ya,0,Tidak,92,Tidak,Ya,98,17,Tidak,Perempuan,47,Tidak Layak,0
3.07,6,Pertanian,Tidak,5109255,Karyawan Swasta,2,Menumpang,Pedesaan,Ya,4,Ya,83,Tidak,Tidak,84,1,Tidak,Perempuan,87,Layak,3466331
3.87,8,Manajemen,Tidak,8218703,Pegawai Negeri,6,Milik Sendiri,3T,Ya,4,Ya,73,Tidak,Ya,85,8,Tidak,Perempuan,78,Tidak Layak,0
3.2,6,Pendidikan,Ya,7612581,Pedagang,4,Menumpang,Perkotaan,Ya,3,Ya,61,Ada,Ya,56,8,Tidak,Perempuan,48,Tidak Layak,0
2.67,4,Hukum,Tidak,3009000,Karyawan Swasta,1,Milik Sendiri,Pedesaan,Ya,5,Tidak,96,Tidak,Tidak,69,8,Tidak,Laki-laki,50,Tidak Layak,0
3.09,2,Hukum,Ya,4766272,Karyawan Swasta,6,Milik Sendiri,Pedesaan,Ya,2,Ya,85,Tidak,Tidak,51,13,Tidak,Laki-laki,73,Layak,6830952
2.76,3,Sastra,Tidak,9063838,Karyawan Swasta,6,Kontrak,Perkotaan,Ya,2,Tidak,59,Ada,Tidak,76,20,Tidak,Perempuan,9,Tidak Layak,0
3.21,2,Hukum,Tidak,5759356,Pegawai Negeri,6,Kontrak,Perkotaan,Tidak,3,Ya,78,Tidak,Tidak,76,5,Tidak,Laki-laki,16,Tidak Layak,0
3.19,4,Sastra,Tidak,1843263,Pedagang,2,Kontrak,3T,Ya,3,Tidak,51,Tidak,Ya,56,8,Tidak,Laki-laki,83,Layak,5270267
4,5,Kedokteran,Tidak,5267670,Karyawan Swasta,6,Milik Sendiri,3T,Tidak,0,Ya,72,Tidak,Tidak,79,17,Tidak,Perempuan,17,Tidak Layak,0
2.76,3,Pertanian,Tidak,9962089,Karyawan Swasta,5,Menumpang,Perkotaan,Ya,2,Tidak,64,Ada,Tidak,69,11,Tidak,Laki-laki,38,Tidak Layak,0
2.14,1,Teknik Informatika,Tidak,2786742,Pegawai Negeri,3,Kontrak,Pedesaan,Tidak,3,Tidak,80,Tidak,Ya,99,13,Tidak,Laki-laki,0,Tidak Layak,0
3.64,6,Kedokteran,Tidak,9904541,Karyawan Swasta,4,Milik Sendiri,3T,Tidak,3,Tidak,64,Tidak,Ya,77,20,Tidak,Perempuan,36,Tidak Layak,0
3.32,5,Ekonomi,Ya,1648634,Pedagang,2,Kontrak,3T,Ya,3,Ya,89,Tidak,Ya,70,0,Tidak,Laki-laki,23,Layak,2857932
3.1,5,Sastra,Ya,7855410,Wirausaha,1,Milik Sendiri,3T,Ya,1,Ya,69,Tidak,Tidak,79,1,Tidak,Laki-laki,7,Tidak Layak,0
2.76,5,Ekonomi,Ya,8387754,Pedagang,2,Kontrak,Perkotaan,Tidak,0,Tidak,95,Ada,Tidak,99,14,Tidak,Laki-laki,25,Tidak Layak,0
3.9,8,Manajemen,Tidak,3997162,Karyawan Swasta,4,Menumpang,Perkotaan,Tidak,1,Tidak,52,Ada,Tidak,80,20,Tidak,Perempuan,6,Tidak Layak,0
3.57,4,Manajemen,Tidak,7784023,Pegawai Negeri,1,Milik Sendiri,Perkotaan,Ya,3,Tidak,50,Ada,Tidak,94,19,Tidak,Laki-laki,31,Tidak Layak,0
3.71,3,Pertanian,Ya,6177780,Tidak Bekerja,6,Milik Sendiri,3T,Tidak,5,Tidak,56,Ada,Tidak,64,10,Tidak,Perempuan,56,Tidak Layak,0
3.49,4,Teknik Informatika,Tidak,6509053,Wirausaha,2,Kontrak,Perkotaan,Ya,3,Tidak,84,Tidak,Ya,86,5,Tidak,Perempuan,93,Tidak Layak,0
2.75,8,Sastra,Tidak,9803307,Pedagang,1,Menumpang,3T,Ya,2,Tidak,79,Ada,Tidak,96,5,Tidak,Perempuan,99,Tidak Layak,0
2.99,4,Pendidikan,Tidak,9542189,Tidak Bekerja,4,Milik Sendiri,Pedesaan,Ya,4,Ya,68,Tidak,Tidak,91,10,Tidak,Laki-laki,5,Tidak Layak,0
3.4,3,Hukum,Tidak,3890323,Petani,4,Milik Sendiri,3T,Ya,3,Tidak,83,Tidak,Ya,73,7,Tidak,Laki-laki,1,Tidak Layak,0
3.53,4,Pertanian,Tidak,1841452,Karyawan Swasta,6,Milik Sendiri,Pedesaan,Tidak,3,Tidak,100,Ada,Tidak,83,1,Tidak,Perempuan,9,Layak,3811100
2.82,2,Manajemen,Tidak,9419792,Karyawan Swasta,2,Milik Sendiri,Pedesaan,Ya,5,Tidak,85,Tidak,Ya,99,20,Tidak,Perempuan,89,Tidak Layak,0
3.44,7,Manajemen,Ya,3526551,Buruh,4,Menumpang,Pedesaan,Ya,4,Tidak,72,Tidak,Tidak,73,13,Tidak,Perempuan,92,Tidak Layak,0
3.08,6,Kedokteran,Tidak,4089118,Karyawan Swasta,5,Menumpang,Pedesaan,Tidak,3,Tidak,50,Ada,Tidak,88,0,Tidak,Perempuan,0,Tidak Layak,0
3.33,5,Kedokteran,Tidak,5783223,Petani,6,Kontrak,Perkotaan,Ya,4,Tidak,59,Ada,Ya,79,11,Tidak,Perempuan,46,Layak,6883476
2.7,4,Kedokteran,Tidak,5538238,Petani,5,Kontrak,Pedesaan,Ya,0,Tidak,100,Tidak,Ya,81,18,Tidak,Laki-laki,76,Tidak Layak,0
2.92,5,Teknik Informatika,Tidak,6901281,Petani,1,Kontrak,Pedesaan,Tidak,3,Tidak,57,Ada,Ya,90,20,Tidak,Perempuan,67,Tidak Layak,0
2.64,1,Pendidikan,Tidak,3009536,Pegawai Negeri,5,Menumpang,Pedesaan,Ya,5,Tidak,78,Ada,Ya,77,9,Tidak,Laki-laki,16,Tidak Layak,0
2.37,6,Manajemen,Tidak,1327302,Buruh,4,Kontrak,3T,Ya,5,Ya,58,Tidak,Ya,81,12,Tidak,Laki-laki,71,Tidak Layak,0
3.88,4,Kedokteran,Ya,7715305,Pegawai Negeri,6,Menumpang,3T,Tidak,3,Ya,62,Tidak,Tidak,88,20,Ya,Perempuan,21,Tidak Layak,0
3.18,6,Pertanian,Tidak,7889750,Petani,2,Milik Sendiri,Perkotaan,Ya,5,Tidak,57,Ada,Ya,89,4,Tidak,Perempuan,1,Tidak Layak,0
3.64,6,Manajemen,Tidak,8405261,Petani,3,Milik Sendiri,Perkotaan,Ya,4,Tidak,66,Tidak,Ya,94,0,Tidak,Laki-laki,32,Tidak Layak,0
3.32,3,Teknik Informatika,Tidak,5051347,Petani,4,Menumpang,Perkotaan,Ya,5,Ya,92,Tidak,Ya,51,9,Tidak,Perempuan,29,Tidak Layak,0
2.52,7,Manajemen,Tidak,8631281,Tidak Bekerja,5,Menumpang,3T,Ya,3,Tidak,95,Ada,Ya,65,16,Tidak,Perempuan,50,Tidak Layak,0
2.68,3,Teknik Informatika,Tidak,6404121,Pegawai Negeri,6,Kontrak,Pedesaan,Tidak,4,Ya,53,Tidak,Tidak,51,17,Tidak,Laki-laki,19,Tidak Layak,0
3.24,6,Ekonomi,Tidak,1972955,Wirausaha,4,Menumpang,Perkotaan,Tidak,5,Tidak,76,Ada,Ya,77,9,Tidak,Perempuan,57,Layak,6548586
